TreatmentGroup,Generations,AlleleDistrobution,PopulationSize,Number of alleles,RealNumberOfLoci,EstimatedNumberOfLoci,Fis,AverageShanPerIndi-1Hi,TotalShanOfPop-1Hs,Average1HiOver1Hs,AverageHighestAlleleCountPerIndividual,VarOfIndiSHAN,Number of Fixed loci,AverageRichPerIndi-0Hi,TotalRichOfPop-0Hs,VarOfIndiRICH,AverageHetPerIndi-2Hi,TotalHetOfPop-2Hs,VarOfIndiHET,EyePRime,Pee,Eye,Ell,Ohh,LOC OR AL,IndiEveness,PopEveness,Fis,Sis
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.122991308,1.316677373,1.453825834,0.905663761,11.325,0.049380525,ERROR with this fucntion atm,-4.875,10,3.759375,0.628625,0.641315625,0.002121234,"[0.65, '10', '5.875', 5.0, '0.5875']",,,,,20,0.439517705,0.631388537,0.122991308,0.303887102
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.110556442,1.572648507,1.790134451,0.878508598,8.75,0.017860062,ERROR with this fucntion atm,-5.625,10,1.784375,0.7315,0.7579875,0.001204,"[-0.3125, '10', '6.625', 4.0, '0.6625']",,,,,20,0.524962969,0.777445514,0.110556442,0.324759151
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.011688312,0.937067882,0.949061186,0.987362982,14.075,0.00014091,ERROR with this fucntion atm,-3.075,5,0.069375,0.4755,0.47619375,0.00024975,"[0.2833333333333332, '5', '4.075', 3.0, '0.8150000000000001']",,,,,20,0.312800944,0.58968487,-0.011688312,0.469545583
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,0,0.63903186,0.63903186,1,16,0,ERROR with this fucntion atm,-2,3,0,0.34,0.34,0,"[0.0, '3', '3.0', 2.0, '1.0']",,,,,10,0.27752801,0.581671866,0,0.522878745
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,0,1.359236701,1.359236701,1,10,0,ERROR with this fucntion atm,-4,5,0,0.68,0.68,0,"[-0.3333333333333333, '5', '5.0', 3.0, '1.0']",,,,,10,0.590308999,0.844541246,0,0.301029996
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.252271231,1.398867854,1.5742255,0.888607035,8.775,0.018736204,ERROR with this fucntion atm,-4.2,7,1.71,0.70525,0.730225,0.000354938,"[0.3999999999999999, '7', '5.2', 4.0, '0.7428571428571429']",,,,,20,0.466953561,0.808991875,0.252271231,0.422795734
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,0,1.227529411,1.227529411,1,12,0,ERROR with this fucntion atm,-4,5,0,0.6,0.6,0,"[-0.3333333333333333, '5', '5.0', 3.0, '1.0']",,,,,10,0.53310925,0.762706907,0,0.301029996
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.200726279,1.720596353,1.83325893,0.938545191,6.575,0.006754535,ERROR with this fucntion atm,-5.6,10,1.29,0.79275,0.80395625,0.000481188,"[0.36000000000000015, '10', '6.6', 5.0, '0.6599999999999999']",,,,,20,0.574349173,0.796174237,0.200726279,0.278613718
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.053503208,1.487309936,1.674940609,0.887977715,8.875,0.078672353,ERROR with this fucntion atm,-5.075,9,2.219375,0.707,0.737571875,0.0073285,"[0.57, '9', '6.075', 5.0, '0.675']",,,,,20,0.496476254,0.762298323,-0.053503208,0.348711339
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,0,1.227529411,1.227529411,1,12,0,ERROR with this fucntion atm,-4,5,0,0.6,0.6,0,"[-0.3333333333333333, '5', '5.0', 3.0, '1.0']",,,,,10,0.53310925,0.762706907,0,0.301029996
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.116718241,1.363421476,1.476078402,0.923678224,9.825,0.024305976,ERROR with this fucntion atm,-4.2,7,0.61,0.678375,0.693578125,0.003589234,"[-0.4666666666666668, '7', '5.2', 3.0, '0.7428571428571429']",,,,,20,0.45512127,0.758554244,0.116718241,0.400014866
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.03453609,0.856513806,0.985383825,0.869218455,14.25,0.083658827,ERROR with this fucntion atm,-3.025,9,2.574375,0.445625,0.459934375,0.012420234,"[0.9874999999999998, '9', '4.025', 4.0, '0.44722222222222224']",,,,,20,0.285911333,0.448467505,0.03453609,0.362470348
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.079894306,1.093996524,1.204350709,0.908370391,11.775,0.054675448,ERROR with this fucntion atm,-3.175,8,2.544375,0.583625,0.593215625,0.004071234,"[0.9125000000000001, '8', '4.175', 4.0, '0.521875']",,,,,20,0.365185011,0.579170265,0.079894306,0.369468646
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,0,0.63903186,0.63903186,1,16,0,ERROR with this fucntion atm,-2,3,0,0.34,0.34,0,"[0.0, '3', '3.0', 2.0, '1.0']",,,,,10,0.27752801,0.581671866,0,0.522878745
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.063768116,0.827547924,0.873077613,0.9478515,14.275,0.001745274,ERROR with this fucntion atm,-2.55,5,0.7975,0.449,0.4529875,0.000319,"[0.6333333333333334, '5', '3.55', 3.0, '0.71']",,,,,20,0.276242284,0.542473621,-0.063768116,0.490772873
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.029892245,1.188215955,1.219647258,0.974229185,10.075,0.003699866,ERROR with this fucntion atm,-3.2,7,0.36,0.6415,0.644228125,5.03E-05,"[0.19999999999999987, '7', '4.2', 3.0, '0.6']",,,,,20,0.39663623,0.626774704,-0.029892245,0.367178945
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.02,0.790134556,0.809028205,0.976646488,14.25,0.00095561,ERROR with this fucntion atm,-2.125,4,0.109375,0.445625,0.448359375,0.001446484,"[-0.125, '4', '3.125', 2.0, '0.78125']",,,,,20,0.263753394,0.58359049,-0.02,0.548050561
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.017409788,1.027084302,1.139026134,0.901721454,13.5,0.022231584,ERROR with this fucntion atm,-3.65,9,0.8275,0.5095,0.5184,0.002796,"[0.6749999999999998, '9', '4.65', 4.0, '0.5166666666666667']",,,,,20,0.342849163,0.518393134,-0.017409788,0.338630972
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.048648649,1.351387979,1.374351882,0.983291103,10,0.00034908,ERROR with this fucntion atm,-4.15,6,0.1275,0.6755,0.67805,0.00011475,"[-0.43333333333333357, '6', '5.15', 3.0, '0.8583333333333334']",,,,,20,0.45110439,0.76704039,-0.048648649,0.411889654
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.071708307,0.793481802,0.891222853,0.890329281,15.35,0.04613993,ERROR with this fucntion atm,-3.175,8,2.344375,0.38875,0.3956625,0.005559688,"[0.9125000000000001, '8', '4.175', 4.0, '0.521875']",,,,,20,0.264870733,0.428587597,-0.071708307,0.381991605
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.003226679,1.273081138,1.372944689,0.927263237,9.975,0.009353083,ERROR with this fucntion atm,-3.475,7,0.699375,0.666875,0.675475,0.000418359,"[0.016666666666666902, '7', '4.475', 3.0, '0.6392857142857142']",,,,,20,0.424964924,0.705554,-0.003226679,0.397686182
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.081745,1.858436075,1.934073877,0.960891979,6.075,0.013065355,ERROR with this fucntion atm,-6.5,10,1.2,0.8185,0.829253125,0.00068025,"[0.0, '10', '7.5', 5.0, '0.75']",,,,,20,0.620361202,0.839957612,-0.081745,0.26143749
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,0,1.497866137,1.497866137,1,10,0,ERROR with this fucntion atm,-5,6,0,0.7,0.7,0,"[-1.0, '6', '6.0', 3.0, '1.0']",,,,,10,0.650514998,0.835975008,0,0.22184875
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.093313046,1.511170371,1.617492166,0.934267505,10.075,0.027208785,ERROR with this fucntion atm,-5.575,8,1.044375,0.6925,0.70569375,0.0035625,"[-0.2875000000000001, '8', '6.575', 4.0, '0.821875']",,,,,20,0.504441062,0.777849309,0.093313046,0.351492562
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,0,1.359236701,1.359236701,1,10,0,ERROR with this fucntion atm,-4,5,0,0.68,0.68,0,"[-0.3333333333333333, '5', '5.0', 3.0, '1.0']",,,,,10,0.590308999,0.844541246,0,0.301029996
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.007594937,0.815273,0.834443666,0.977025812,13.95,0.007059864,ERROR with this fucntion atm,-2.1,7,0.39,0.463625,0.464234375,0.000512484,"[1.45, '7', '3.1', 4.0, '0.4428571428571429']",,,,,20,0.272144813,0.428819217,-0.007594937,0.365362366
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.004253391,1.187927696,1.370690453,0.866663727,12.425,0.069832394,ERROR with this fucntion atm,-4.5,9,2.95,0.57025,0.5880125,0.006348688,"[0.25, '9', '5.5', 4.0, '0.6111111111111112']",,,,,20,0.396540007,0.623828109,-0.004253391,0.364344118
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.031036219,0.973502967,1.175418194,0.828218393,13.325,0.03314678,ERROR with this fucntion atm,-3.1,9,1.24,0.508375,0.528840625,0.004114234,"[0.9500000000000002, '9', '4.1', 4.0, '0.4555555555555555']",,,,,20,0.324963274,0.534955874,0.031036219,0.392541909
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,0,1.359236701,1.359236701,1,10,0,ERROR with this fucntion atm,-4,5,0,0.68,0.68,0,"[-0.3333333333333333, '5', '5.0', 3.0, '1.0']",,,,,10,0.590308999,0.844541246,0,0.301029996
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.012820513,1.359582808,1.377948672,0.98667159,10.1,2.28E-06,ERROR with this fucntion atm,-4.1,7,0.19,0.6765,0.677925,0.00023275,"[0.4500000000000002, '7', '5.1', 4.0, '0.7285714285714285']",,,,,20,0.453839891,0.708125539,-0.012820513,0.359096846
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,2.5,0,0.950270539,0.950270539,1,12,0,ERROR with this fucntion atm,-2,3,0,0.56,0.56,0,"[0.0, '3', '3.0', 2.0, '1.0']",,,,,5,0.590436283,0.864973521,0,0.317393806
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.04,1.114892995,1.159037473,0.961912812,12,0.004729459,ERROR with this fucntion atm,-3.25,6,0.4375,0.583125,0.585859375,6.84E-05,"[0.16666666666666666, '6', '4.25', 3.0, '0.7083333333333334']",,,,,20,0.372160425,0.64687113,-0.04,0.424676095
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.035766413,1.20340964,1.327851915,0.906283017,12.375,0.00931769,ERROR with this fucntion atm,-4.625,8,1.384375,0.576625,0.587115625,0.000830484,"[0.1875, '8', '5.625', 4.0, '0.703125']",,,,,20,0.401708007,0.638561791,-0.035766413,0.370917565
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.003797468,1.097747059,1.112175646,0.987026701,11.975,0.003052565,ERROR with this fucntion atm,-3.075,7,0.219375,0.581875,0.582240625,0.000137109,"[0.9624999999999999, '7', '4.075', 4.0, '0.5821428571428572']",,,,,20,0.366436971,0.571545221,-0.003797468,0.35886618
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.02324434,0.992369977,1.032955593,0.960709235,13.7,0.01546664,ERROR with this fucntion atm,-3.325,8,0.619375,0.49825,0.50083125,0.001889438,"[0.8374999999999999, '8', '4.325', 4.0, '0.540625']",,,,,20,0.331261236,0.496746637,-0.02324434,0.333138442
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.059382489,1.165568569,1.266762241,0.920116286,11.75,0.028232428,ERROR with this fucntion atm,-3.6,9,1.24,0.59675,0.6056,0.002480688,"[0.7000000000000002, '9', '4.6', 4.0, '0.5111111111111111']",,,,,20,0.389076347,0.576528341,-0.059382489,0.325139254
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,-0.070588235,0.843407383,0.88636037,0.951540042,14,0.004035805,ERROR with this fucntion atm,-2.3,4,0.21,0.466,0.4702,8.40E-05,"[-0.2999999999999998, '4', '3.3', 2.0, '0.825']",,,,,10,0.366287173,0.639373855,-0.070588235,0.427115811
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,0,1.359236701,1.359236701,1,10,0,ERROR with this fucntion atm,-4,5,0,0.68,0.68,0,"[-0.3333333333333333, '5', '5.0', 3.0, '1.0']",,,,,10,0.590308999,0.844541246,0,0.301029996
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.117651178,1.410786684,1.559704735,0.90452164,10.95,0.087886182,ERROR with this fucntion atm,-5.775,9,2.224375,0.64025,0.665653125,0.012698688,"[0.28999999999999987, '9', '6.775', 5.0, '0.7527777777777778']",,,,,20,0.470932165,0.709852216,-0.117651178,0.336577172
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,0,1.83437197,1.83437197,1,6,0,ERROR with this fucntion atm,-6,7,0,0.82,0.82,0,"[-0.5, '7', '7.0', 4.0, '1.0']",,,,,10,0.796657624,0.942680715,0,0.15490196
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.082418846,1.148593459,1.265333273,0.907739869,11.525,0.049297181,ERROR with this fucntion atm,-3.425,9,2.694375,0.602,0.6115375,0.00218475,"[0.7875000000000001, '9', '4.425', 4.0, '0.49166666666666664']",,,,,20,0.383409916,0.57587799,-0.082418846,0.334216757
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.046666667,1.433086581,1.47804467,0.969582727,8.125,0.001492717,ERROR with this fucntion atm,-4.25,7,0.4375,0.719375,0.722109375,2.73E-06,"[0.375, '7', '5.25', 4.0, '0.75']",,,,,20,0.478376053,0.759564706,-0.046666667,0.370197102
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,0,0.63903186,0.63903186,1,16,0,ERROR with this fucntion atm,-2,3,0,0.34,0.34,0,"[0.0, '3', '3.0', 2.0, '1.0']",,,,,10,0.27752801,0.581671866,0,0.522878745
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.176107291,1.21168684,1.37646945,0.880286039,12.325,0.095086903,ERROR with this fucntion atm,-4.575,8,2.244375,0.571,0.59543125,0.01703775,"[0.2124999999999999, '8', '5.575', 4.0, '0.696875']",,,,,20,0.404471004,0.661941883,0.176107291,0.388962967
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.008860759,1.361979426,1.377374561,0.988822841,10.025,0.000293379,ERROR with this fucntion atm,-4.05,7,0.0975,0.6795,0.68023125,9.75E-06,"[0.4750000000000001, '7', '5.05', 4.0, '0.7214285714285714']",,,,,20,0.454639902,0.707830504,-0.008860759,0.357699479
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,0,1.497866137,1.497866137,1,10,0,ERROR with this fucntion atm,-5,6,0,0.7,0.7,0,"[-1.0, '6', '6.0', 3.0, '1.0']",,,,,10,0.650514998,0.835975008,0,0.22184875
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,0,1.359236701,1.359236701,1,10,0,ERROR with this fucntion atm,-4,5,0,0.68,0.68,0,"[-0.3333333333333333, '5', '5.0', 3.0, '1.0']",,,,,10,0.590308999,0.844541246,0,0.301029996
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,-0.090551364,1.450550104,1.465270896,0.989953535,8.4,0.001429871,ERROR with this fucntion atm,-4,5,0,0.728625,0.734021875,0.000461234,"[-0.3333333333333333, '5', '5.0', 3.0, '1.0']",,,,,10,0.629965906,0.910423996,-0.090551364,0.308052173
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.055555556,1.228516635,1.282318601,0.958043214,9.8,0.014512628,ERROR with this fucntion atm,-3.6,7,1.44,0.651,0.6534,0.000484,"[0.7000000000000002, '7', '4.6', 4.0, '0.6571428571428571']",,,,,20,0.410088927,0.658981404,-0.055555556,0.377692716
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.126549863,1.018427046,1.133205503,0.898713467,14,0.005570252,ERROR with this fucntion atm,-4.125,9,1.159375,0.485625,0.492384375,2.90E-05,"[0.4375, '9', '5.125', 4.0, '0.5694444444444444']",,,,,20,0.3399593,0.51574405,0.126549863,0.340837185
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,0,0.801818553,0.801818553,1,14,1.23E-32,ERROR with this fucntion atm,-2,3,0,0.46,0.46,0,"[0.0, '3', '3.0', 2.0, '1.0']",,,,,10,0.348225373,0.729846699,0,0.522878745
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,0,1.418483662,1.418483662,1,8,0,ERROR with this fucntion atm,-4,5,0,0.72,0.72,0,"[-0.3333333333333333, '5', '5.0', 3.0, '1.0']",,,,,10,0.616039627,0.881353453,0,0.301029996
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.033333333,0.884996214,0.94894294,0.932612675,14,0.009657106,ERROR with this fucntion atm,-2.775,5,0.874375,0.47025,0.47625,0.000143688,"[0.4833333333333334, '5', '3.775', 3.0, '0.755']",,,,,20,0.295418994,0.5896114,0.033333333,0.498959834
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,0,1.227529411,1.227529411,1,12,0,ERROR with this fucntion atm,-4,5,0,0.6,0.6,0,"[-0.3333333333333333, '5', '5.0', 3.0, '1.0']",,,,,10,0.53310925,0.762706907,0,0.301029996
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.150758587,1.609675609,1.679111334,0.958647337,8.825,0.001922656,ERROR with this fucntion atm,-5.85,9,1.3775,0.737,0.7436125,0.000731,"[0.2600000000000001, '9', '6.85', 5.0, '0.7611111111111111']",,,,,20,0.537322919,0.764196501,-0.150758587,0.296878593
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.007594937,1.235366637,1.245443036,0.991909386,11.95,0.002395462,ERROR with this fucntion atm,-4.05,7,0.0975,0.6025,0.6029875,0.00024375,"[0.4750000000000001, '7', '5.05', 4.0, '0.7214285714285714']",,,,,20,0.412375514,0.640031112,-0.007594937,0.35569458
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.041307178,1.305509856,1.486818907,0.878055727,11.775,0.047897409,ERROR with this fucntion atm,-5.25,10,1.6375,0.60425,0.625359375,0.009169438,"[0.5, '10', '6.25', 5.0, '0.625']",,,,,20,0.435789896,0.645717247,0.041307178,0.325107238
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.003797468,1.229262279,1.23923592,0.991951783,12,0.00011711,ERROR with this fucntion atm,-4.025,6,0.024375,0.600125,0.600490625,6.09E-07,"[-0.35000000000000026, '6', '5.025', 3.0, '0.8375']",,,,,20,0.41033783,0.691630736,-0.003797468,0.406709667
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.345391097,1.280799018,1.40557934,0.911224989,10,0.010759011,ERROR with this fucntion atm,-3.475,9,0.699375,0.668375,0.679896875,0.000204234,"[0.7625000000000002, '9', '4.475', 4.0, '0.4972222222222222']",,,,,20,0.427541216,0.639706725,0.345391097,0.33166059
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.039496624,1.285754707,1.371402333,0.937547412,11.8,0.027076362,ERROR with this fucntion atm,-4.55,10,2.2975,0.61225,0.61648125,0.001292438,"[0.78, '10', '5.55', 5.0, '0.5549999999999999']",,,,,20,0.429195465,0.595592465,-0.039496624,0.279380633
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.100486807,0.707976497,0.897428255,0.788894815,15.675,0.134650449,ERROR with this fucntion atm,-2.725,10,2.799375,0.35025,0.375721875,0.027899938,"[1.1375, '10', '3.725', 4.0, '0.3725']",,,,,20,0.236328361,0.389748139,0.100486807,0.393638258
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.067536639,1.173197647,1.294660517,0.906181683,11.45,0.019682629,ERROR with this fucntion atm,-3.975,9,1.124375,0.5995,0.61215625,0.00110725,"[0.5125000000000002, '9', '4.975', 4.0, '0.5527777777777777']",,,,,20,0.391622995,0.589225394,0.067536639,0.33535961
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,0,1.609437912,1.609437912,1,8,0,ERROR with this fucntion atm,-5,6,0,0.76,0.76,0,"[-1.0, '6', '6.0', 3.0, '1.0']",,,,,10,0.698970004,0.898244402,0,0.22184875
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.093964309,1.551372952,1.673582507,0.926977275,8.375,0.016702892,ERROR with this fucntion atm,-4.975,9,2.024375,0.7415,0.753725,0.00021775,"[0.6100000000000001, '9', '5.975', 5.0, '0.6638888888888889']",,,,,20,0.517861014,0.761680223,0.093964309,0.32010705
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,-0.011392405,1.695937969,1.707618471,0.993159771,6.075,1.49E-06,ERROR with this fucntion atm,-5.05,8,0.0975,0.798625,0.799721875,7.37E-05,"[-0.02499999999999991, '8', '6.05', 4.0, '0.75625']",,,,,20,0.566118002,0.8211909,-0.011392405,0.3106134
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.034730957,1.121102651,1.21571036,0.922179071,12,0.024057363,ERROR with this fucntion atm,-3.525,6,1.999375,0.582,0.5913875,0.000396,"[-0.016666666666666902, '6', '4.525', 3.0, '0.7541666666666668']",,,,,20,0.374233259,0.678500871,0.034730957,0.448441004
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,5,0,1.088899975,1.088899975,1,12,0,ERROR with this fucntion atm,-3,4,0,0.58,0.58,0,"[-1.0, '4', '4.0', 2.0, '1.0']",,,,,10,0.472903251,0.785475297,0,0.397940009
SS 10 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,10,10,0.026465832,1.40349071,1.479982516,0.948315737,10.225,0.016763442,ERROR with this fucntion atm,-4.7,8,1.41,0.676375,0.683178125,0.001543734,"[0.1499999999999999, '8', '5.7', 4.0, '0.7125']",,,,,20,0.468496708,0.711721145,0.026465832,0.341741198
