TreatmentGroup,Generations,AlleleDistrobution,PopulationSize,Number of alleles,RealNumberOfLoci,EstimatedNumberOfLoci,Fis,AverageShanPerIndi-1Hi,TotalShanOfPop-1Hs,Average1HiOver1Hs,AverageHighestAlleleCountPerIndividual,VarOfIndiSHAN,Number of Fixed loci,AverageRichPerIndi-0Hi,TotalRichOfPop-0Hs,VarOfIndiRICH,AverageHetPerIndi-2Hi,TotalHetOfPop-2Hs,VarOfIndiHET,EyePRime,Pee,Eye,Ell,Ohh,LOC OR AL,IndiEveness,PopEveness,Fis,Sis
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.04847684,1.210790895,1.827107374,0.66268185,2.825,0.094847479,ERROR with this fucntion atm,-2.875,10,0.859375,0.651388889,0.780486111,0.015738812,"[0.4166666666666667, '10', '3.875', 3.0, '0.3875']",,,,,10,0.525839804,0.79350265,-0.04847684,0.33731815
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.157278824,0.601400847,1.015598823,0.592163789,4.5,0.077732193,ERROR with this fucntion atm,-1.275,8,0.449375,0.368055556,0.436076389,0.024643133,"[0.7250000000000001, '8', '2.275', 2.0, '0.284375']",,,,,8,0.289212673,0.488399795,0.157278824,0.407836211
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.037863003,0.877334792,1.265133893,0.69347189,3.675,0.063882856,ERROR with this fucntion atm,-1.875,7,0.459375,0.519444444,0.599131944,0.015054012,"[0.125, '7', '2.875', 2.0, '0.4107142857142857']",,,,,7,0.450860895,0.650150211,-0.037863003,0.30652811
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.031702079,0.91065093,1.400868662,0.650061604,3.55,0.103336735,ERROR with this fucntion atm,-1.975,9,0.774375,0.530555556,0.644375,0.022677469,"[1.0166666666666666, '9', '2.975', 3.0, '0.33055555555555555']",,,,,9,0.414455099,0.637562804,0.031702079,0.349938396
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.057292169,0.906653556,1.317375618,0.688227066,3.5,0.175956514,ERROR with this fucntion atm,-2,6,1,0.516666667,0.641944444,0.048024691,"[1.0, '6', '3.0', 3.0, '0.5']",,,,,6,0.506012984,0.735241331,-0.057292169,0.311772934
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.096201043,0.693584625,1.042311183,0.665429515,4.125,0.130780672,ERROR with this fucntion atm,-1.45,8,0.7475,0.419444444,0.502708333,0.040578704,"[1.3666666666666665, '8', '2.45', 3.0, '0.30625']",,,,,8,0.3335437,0.501245725,0.096201043,0.334570485
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.09907299,0.78706908,1.127307518,0.698184893,4.125,0.055568653,ERROR with this fucntion atm,-1.775,7,0.374375,0.459722222,0.505069444,0.014041281,"[0.2250000000000001, '7', '2.775', 2.0, '0.3964285714285714']",,,,,7,0.404473495,0.579321465,-0.09907299,0.301815107
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.090267419,0.934594816,1.526515969,0.612240444,3.55,0.19395849,ERROR with this fucntion atm,-2.15,10,1.3275,0.520833333,0.644652778,0.045785108,"[0.9, '10', '3.15', 3.0, '0.315']",,,,,10,0.405889371,0.662957462,0.090267419,0.387759556
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.034536082,1.093374587,1.662487203,0.657673987,3.1,0.076776006,ERROR with this fucntion atm,-2.5,9,0.75,0.609722222,0.72625,0.012112269,"[0.6666666666666666, '9', '3.5', 3.0, '0.3888888888888889']",,,,,9,0.497616219,0.756630533,-0.034536082,0.342326013
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.034924185,1.101806967,1.643826316,0.670269697,2.825,0.123952715,ERROR with this fucntion atm,-2.425,8,1.194375,0.622222222,0.745694444,0.019166667,"[0.7166666666666668, '8', '3.425', 3.0, '0.428125']",,,,,8,0.529857149,0.790513358,-0.034924185,0.329730303
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.015025167,0.97054508,1.435511597,0.676096997,3.25,0.069001635,ERROR with this fucntion atm,-2.025,9,0.674375,0.575,0.670451389,0.010578704,"[0.9833333333333334, '9', '3.025', 3.0, '0.3361111111111111']",,,,,9,0.441714101,0.653329483,0.015025167,0.323903003
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.003643111,0.598194137,0.911668061,0.656153442,4.5,0.17272795,ERROR with this fucntion atm,-1.325,6,1.019375,0.351388889,0.4203125,0.050522762,"[1.45, '6', '2.325', 3.0, '0.3875']",,,,,6,0.333858504,0.508811633,0.003643111,0.343846558
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.078884923,0.652194873,0.99836788,0.653261074,4.375,0.155810896,ERROR with this fucntion atm,-1.475,7,0.899375,0.377777778,0.453958333,0.04154321,"[1.3499999999999999, '7', '2.475', 3.0, '0.3535714285714286']",,,,,7,0.335161864,0.513059599,-0.078884923,0.346738926
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.025878802,0.897608047,1.273101022,0.705056418,3.675,0.102352875,ERROR with this fucntion atm,-1.975,9,0.874375,0.522222222,0.58625,0.01941358,"[1.0166666666666666, '9', '2.975', 3.0, '0.33055555555555555']",,,,,9,0.408519027,0.579413245,-0.025878802,0.294943582
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.059253306,0.717603115,1.089755552,0.65849916,4.225,0.239891589,ERROR with this fucntion atm,-1.675,7,1.569375,0.402777778,0.484930556,0.062307099,"[1.2166666666666668, '7', '2.675', 3.0, '0.3821428571428571']",,,,,7,0.368775052,0.560023572,-0.059253306,0.34150084
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.125569481,0.922015853,1.409224702,0.654271709,3.525,0.071771121,ERROR with this fucntion atm,-1.975,8,0.524375,0.541666667,0.622743056,0.016628086,"[0.02499999999999991, '8', '2.975', 2.0, '0.371875']",,,,,8,0.4433959,0.677693829,-0.125569481,0.345728291
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.111966832,1.191570437,1.696351014,0.70243153,2.675,0.081181014,ERROR with this fucntion atm,-2.7,8,0.91,0.658333333,0.765868056,0.010887346,"[0.5333333333333332, '8', '3.7', 3.0, '0.4625']",,,,,8,0.573024254,0.815772398,0.111966832,0.29756847
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.1082568,0.985806484,1.452790725,0.678560557,3.45,0.067237684,ERROR with this fucntion atm,-2.2,10,0.66,0.565277778,0.632361111,0.010630787,"[0.8666666666666666, '10', '3.2', 3.0, '0.32']",,,,,10,0.428130316,0.630938995,0.1082568,0.321439443
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.03724295,0.868801519,1.281775796,0.677810832,3.8,0.16606013,ERROR with this fucntion atm,-2,9,1.3,0.491666667,0.571041667,0.036350309,"[1.0, '9', '3.0', 3.0, '0.3333333333333333']",,,,,9,0.395408611,0.583361305,-0.03724295,0.322189168
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.020031465,0.958704204,1.602432469,0.598280566,3.35,0.070176754,ERROR with this fucntion atm,-2.025,10,0.624375,0.565277778,0.697395833,0.012328318,"[-0.02499999999999991, '10', '3.025', 2.0, '0.3025']",,,,,10,0.416359946,0.695927579,0.020031465,0.401719434
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.014245959,0.625834941,0.993320787,0.630043134,4.425,0.206063637,ERROR with this fucntion atm,-1.4,7,1.19,0.3625,0.443993056,0.060491898,"[1.4000000000000001, '7', '2.4', 3.0, '0.34285714285714286']",,,,,7,0.321615539,0.510465906,0.014245959,0.369956866
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.045605693,1.090430011,1.543685649,0.706380869,3.075,0.046801404,ERROR with this fucntion atm,-2.45,7,0.4475,0.613888889,0.693819444,0.008325617,"[0.6999999999999998, '7', '3.45', 3.0, '0.4928571428571429']",,,,,7,0.560370175,0.793297496,0.045605693,0.293619131
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.015866688,0.93062373,1.492402228,0.623574337,3.5,0.24543926,ERROR with this fucntion atm,-2.125,10,1.909375,0.520833333,0.6640625,0.05550733,"[0.9166666666666666, '10', '3.125', 3.0, '0.3125']",,,,,10,0.404164751,0.648142052,0.015866688,0.376425663
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.094001758,0.821678123,1.173375041,0.700268963,3.875,0.099039107,ERROR with this fucntion atm,-1.775,7,0.724375,0.486111111,0.549895833,0.024498457,"[0.2250000000000001, '7', '2.775', 2.0, '0.3964285714285714']",,,,,7,0.422259025,0.602995488,0.094001758,0.299731037
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.054384679,1.192334813,1.692494287,0.704483804,2.65,0.104869885,ERROR with this fucntion atm,-2.725,8,1.149375,0.655555556,0.756770833,0.013919753,"[0.5166666666666666, '8', '3.725', 3.0, '0.465625']",,,,,8,0.57339184,0.813917705,-0.054384679,0.295516196
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.078930421,0.940371042,1.390213845,0.676421865,3.7,0.159000292,ERROR with this fucntion atm,-2.225,9,1.124375,0.519444444,0.6034375,0.035578704,"[0.85, '9', '3.225', 3.0, '0.35833333333333334']",,,,,9,0.427981305,0.632713588,-0.078930421,0.323578135
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.056317307,0.360667047,0.629120151,0.573288021,5.1,0.137326762,ERROR with this fucntion atm,-0.775,6,0.624375,0.218055556,0.270659722,0.049133873,"[1.225, '6', '1.775', 2.0, '0.29583333333333334']",,,,,6,0.201292112,0.351118642,-0.056317307,0.426711979
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.017979332,0.844167862,1.360757272,0.620366233,3.85,0.18449038,ERROR with this fucntion atm,-1.925,9,1.169375,0.477777778,0.584444444,0.048117284,"[1.05, '9', '2.925', 3.0, '0.32499999999999996']",,,,,9,0.384197351,0.619307323,-0.017979332,0.379633767
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.019096922,1.14845441,1.697104055,0.676714198,3.025,0.11160506,ERROR with this fucntion atm,-2.725,10,0.849375,0.620833333,0.719201389,0.022513503,"[0.5166666666666666, '10', '3.725', 3.0, '0.3725']",,,,,10,0.498767413,0.737042926,-0.019096922,0.323285802
MS 3 Loci,10,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.026172285,0.815611436,1.40035738,0.582430919,3.9,0.298675466,ERROR with this fucntion atm,-1.925,10,2.069375,0.448611111,0.583159722,0.074288194,"[1.05, '10', '2.925', 3.0, '0.2925']",,,,,10,0.354215546,0.608167483,-0.026172285,0.417569081
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.007663726,0.151081217,0.237367042,0.63648776,5.65,0.048204844,ERROR with this fucntion atm,-0.325,3,0.219375,0.094444444,0.1103125,0.019166667,"[0.3500000000000001, '3', '1.325', 1.0, '0.44166666666666665']",,,,,6,0.084320033,0.216060793,-0.007663726,0.609739317
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.123314322,0.723016315,0.997200196,0.725046303,3.95,0.160010845,ERROR with this fucntion atm,-1.5,5,0.8,0.431944444,0.516006944,0.050538194,"[1.3333333333333333, '5', '2.5', 3.0, '0.5']",,,,,6,0.403523088,0.619595318,0.123314322,0.348731218
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.030717323,0.729306815,0.922170295,0.790859149,4.075,0.050286425,ERROR with this fucntion atm,-1.5,5,0.35,0.448611111,0.4846875,0.013640046,"[0.5, '5', '2.5', 2.0, '0.5']",,,,,6,0.407033883,0.57297662,-0.030717323,0.289615197
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.050532458,0.454252394,0.739397906,0.61435445,4.8,0.140866159,ERROR with this fucntion atm,-0.925,5,0.669375,0.281944444,0.346284722,0.05021412,"[1.075, '5', '1.925', 2.0, '0.385']",,,,,6,0.253523088,0.45941375,-0.050532458,0.448159554
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.151212217,0.970658005,1.379394419,0.703684161,3.375,0.057381695,ERROR with this fucntion atm,-2.1,7,0.54,0.565277778,0.639513889,0.010013503,"[-0.10000000000000009, '7', '3.1', 2.0, '0.4428571428571429']",,,,,7,0.49881954,0.708868506,0.151212217,0.296315839
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.018508694,1.013158866,1.296927609,0.781199243,3.35,0.058061174,ERROR with this fucntion atm,-2.25,5,0.5875,0.580555556,0.639131944,0.009405864,"[-0.25, '5', '3.25', 2.0, '0.65']",,,,,6,0.565454729,0.805826431,-0.018508694,0.298292154
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.025974026,0.688500207,0.760453485,0.905381093,3.85,0.033331428,ERROR with this fucntion atm,-1.15,4,0.2775,0.465277778,0.476840278,0.005353009,"[0.8500000000000001, '4', '2.15', 2.0, '0.5375']",,,,,6,0.384259282,0.548551236,-0.025974026,0.299501565
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.117351598,0.62745459,0.796061073,0.788199061,4.4,0.199329773,ERROR with this fucntion atm,-1.4,4,0.99,0.3625,0.428784722,0.066510417,"[0.6000000000000001, '4', '2.4', 2.0, '0.6']",,,,,6,0.350189074,0.574236681,-0.117351598,0.390165961
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.026090868,0.638768973,0.669336279,0.954331915,4.05,0.004393024,ERROR with this fucntion atm,-1.05,3,0.0475,0.438888889,0.444027778,0.001512346,"[0.9500000000000002, '3', '2.05', 2.0, '0.6833333333333332']",,,,,6,0.356503752,0.609256137,-0.026090868,0.414854065
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.095875213,0.782232726,1.026034897,0.762384134,3.925,0.116492014,ERROR with this fucntion atm,-1.65,5,0.8775,0.469444444,0.522847222,0.026998457,"[0.3500000000000001, '5', '2.65', 2.0, '0.53']",,,,,6,0.436572397,0.637511325,-0.095875213,0.31519272
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.214611591,0.367758206,0.555148627,0.662449996,5.15,0.121318484,ERROR with this fucntion atm,-0.825,4,0.644375,0.219444444,0.255729167,0.040578704,"[1.175, '4', '1.825', 2.0, '0.45625']",,,,,6,0.205249763,0.400455085,0.214611591,0.487458719
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.027739564,0.922267992,1.151619885,0.800844102,3.55,0.03453823,ERROR with this fucntion atm,-1.975,5,0.324375,0.544444444,0.589166667,0.006666667,"[0.02499999999999991, '5', '2.975', 2.0, '0.595']",,,,,6,0.514727567,0.715541666,-0.027739564,0.280646269
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.022222222,0.613270048,0.621086375,0.987415074,4.125,0.003782024,ERROR with this fucntion atm,-1,2,0,0.423611111,0.4296875,0.003038194,"[-1.0, '2', '2.0', 1.0, '1.0']",,,,,6,0.342272531,0.896038233,-0.022222222,0.618015707
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.025086189,1.132279422,1.338151507,0.846151886,2.6,0.03573944,ERROR with this fucntion atm,-2.4,7,0.54,0.65,0.697430556,0.004351852,"[0.7333333333333334, '7', '3.4', 3.0, '0.4857142857142857']",,,,,7,0.581876518,0.687673841,-0.025086189,0.153848114
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.144425371,1.216204094,1.418516176,0.85737767,2.275,0.030183927,ERROR with this fucntion atm,-2.625,5,0.334375,0.683333333,0.737534722,0.004197531,"[-0.625, '5', '3.625', 2.0, '0.725']",,,,,6,0.678776429,0.881373656,-0.144425371,0.229865308
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.133330205,0.911366989,1.152512544,0.790765354,3.525,0.087172846,ERROR with this fucntion atm,-1.9,7,0.94,0.545833333,0.583125,0.012019676,"[0.10000000000000009, '7', '2.9', 2.0, '0.41428571428571426']",,,,,7,0.468349985,0.592274286,-0.133330205,0.209234646
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.093908244,0.424052068,0.503005381,0.843036843,4.95,0.056551777,ERROR with this fucntion atm,-0.875,4,0.259375,0.268055556,0.2915625,0.02205054,"[1.125, '4', '1.875', 2.0, '0.46875']",,,,,6,0.236667965,0.362841684,-0.093908244,0.347737661
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.086940048,0.255380038,0.418867313,0.60969197,5.35,0.107326592,ERROR with this fucntion atm,-0.525,4,0.499375,0.159722222,0.197673611,0.040152392,"[1.475, '4', '1.525', 2.0, '0.38125']",,,,,6,0.142530313,0.302148898,0.086940048,0.528277899
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.101128023,1.252277278,1.487518457,0.841856632,2.225,0.020753002,ERROR with this fucntion atm,-2.75,6,0.3875,0.695833333,0.742881944,0.001541281,"[0.5, '6', '3.75', 3.0, '0.625']",,,,,6,0.698909256,0.830199858,-0.101128023,0.158143368
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.185104081,1.202584366,1.407407304,0.854467902,2.3,0.029227558,ERROR with this fucntion atm,-2.6,5,0.24,0.675,0.7209375,0.005949074,"[-0.6000000000000001, '5', '3.6', 2.0, '0.72']",,,,,6,0.671175114,0.874471325,-0.185104081,0.232478991
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.031321515,0.687735832,0.764775008,0.899265567,3.925,0.026248103,ERROR with this fucntion atm,-1.175,4,0.294375,0.4625,0.471354167,0.003454861,"[0.8250000000000002, '4', '2.175', 2.0, '0.54375']",,,,,6,0.383832676,0.551668556,-0.031321515,0.304233182
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.125179135,0.517637416,0.668511989,0.774312839,4.75,0.046343833,ERROR with this fucntion atm,-1.1,4,0.24,0.320833333,0.348020833,0.016741898,"[0.8999999999999999, '4', '2.1', 2.0, '0.525']",,,,,6,0.288898942,0.482229465,-0.125179135,0.400909809
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.020731423,0.484535096,0.527960662,0.917748482,4.675,0.033842179,ERROR with this fucntion atm,-0.9,2,0.09,0.320833333,0.344131944,0.017667824,"[-0.7999999999999998, '2', '1.9', 1.0, '0.95']",,,,,6,0.270424186,0.761686229,-0.020731423,0.644966424
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.021200864,0.687094376,0.905135898,0.759106315,4.175,0.034582823,ERROR with this fucntion atm,-1.375,6,0.284375,0.431944444,0.470277778,0.009025849,"[0.625, '6', '2.375', 2.0, '0.3958333333333333']",,,,,6,0.383474673,0.505165963,0.021200864,0.240893685
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.04345741,0.775143604,1.003013709,0.772814566,4,0.01281208,ERROR with this fucntion atm,-1.6,5,0.24,0.477777778,0.509270833,0.000740741,"[0.3999999999999999, '5', '2.6', 2.0, '0.52']",,,,,6,0.432615883,0.623207457,-0.04345741,0.305823642
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.029368096,0.71824457,0.982877646,0.730756848,4.05,0.21116056,ERROR with this fucntion atm,-1.575,5,1.044375,0.413888889,0.5040625,0.068356481,"[0.4249999999999998, '5', '2.575', 2.0, '0.515']",,,,,6,0.400859927,0.610696218,0.029368096,0.343601752
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.030269608,0.909951164,1.130504739,0.804906988,3.325,0.048315822,ERROR with this fucntion atm,-1.8,5,0.41,0.555555556,0.597222222,0.008950617,"[0.20000000000000018, '5', '2.8', 2.0, '0.5599999999999999']",,,,,6,0.507853414,0.702422088,0.030269608,0.276996804
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.027027027,0.067584181,0.116906849,0.578102839,5.85,0.025883189,ERROR with this fucntion atm,-0.15,2,0.1275,0.041666667,0.04875,0.009837963,"[0.7000000000000002, '2', '1.15', 1.0, '0.575']",,,,,6,0.03771945,0.168660931,-0.027027027,0.776359294
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.005050505,0.229929428,0.384122553,0.598583517,5.475,0.053688782,ERROR with this fucntion atm,-0.5,4,0.25,0.143055556,0.164340278,0.021124614,"[0.0, '4', '1.5', 1.0, '0.375']",,,,,6,0.128326057,0.277085851,-0.005050505,0.536872572
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.017094017,0.655258673,0.708728585,0.924555164,3.95,0.006675773,ERROR with this fucntion atm,-1.05,3,0.0475,0.452777778,0.460694444,0.001319444,"[0.9500000000000002, '3', '2.05', 2.0, '0.6833333333333332']",,,,,6,0.365706829,0.645112559,-0.017094017,0.433111597
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,-0.002304481,0.653990019,0.888100373,0.736392011,4.225,0.145429621,ERROR with this fucntion atm,-1.35,5,0.7775,0.397222222,0.460347222,0.046072531,"[1.4333333333333333, '5', '2.35', 3.0, '0.47000000000000003']",,,,,6,0.36499878,0.551807787,-0.002304481,0.338539999
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.015286573,0.449764811,0.632242352,0.71138039,4.875,0.069252483,ERROR with this fucntion atm,-0.925,5,0.319375,0.283333333,0.32125,0.02712963,"[1.075, '5', '1.925', 2.0, '0.385']",,,,,6,0.251018521,0.392834261,0.015286573,0.361006547
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.036017709,0.380337168,0.57486818,0.661607619,5.075,0.077681586,ERROR with this fucntion atm,-0.8,4,0.36,0.2375,0.274409722,0.029936343,"[1.2, '4', '1.8', 2.0, '0.45']",,,,,6,0.212270215,0.414679737,0.036017709,0.488110471
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.00049975,0.569488502,0.849459635,0.670412669,4.575,0.200235119,ERROR with this fucntion atm,-1.275,5,1.099375,0.330555556,0.401458333,0.061257716,"[0.7250000000000001, '5', '2.275', 2.0, '0.45499999999999996']",,,,,6,0.317837584,0.527798947,0.00049975,0.397805573
MS 3 Loci,30,"[0.5, 0.1, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05, 0.05]",40,10,3,3,0.131564519,0.935887721,1.188665835,0.787342997,3.25,0.05720966,ERROR with this fucntion atm,-1.875,4,0.559375,0.566666667,0.638368056,0.009444444,"[0.125, '4', '2.875', 2.0, '0.71875']",,,,,6,0.522328882,0.857441153,0.131564519,0.390828303
